,n-s---mn2-,Euryal,['ewry.ja.lʊs],Euryalus,0
98283,98283,edita,n,n-p---nn2-,edit,['ɛ.d̪ɪ.t̪a],edita,0
98259,d2363,duoetuicensimani,n,n-p---mn2-,duoetuicensiman,[d̪ʊoj.t̪uj.keːn̪.'sɪ.ma.n̪ɪ],duoetuicensimani,0
98261,d2379,dupla,n,n-s---fn1-,dupl,['d̪ʊ.pla],dupla,0
98262,d2371,duplex,a,aps---an3i,duplic duplic duplic,['d̪ʊ.plɛks],duplex,0
98263,d2382,durabilis,a,aps---cn3i,durabil durabil durabil,[d̪ʊ.'ra.bɪ.lɪs],durabilis,0
98265,d2386,duramentum,n,n-s---nn2-,durament,[d̪ʊ.ra.'mɛn̪.t̪ũː],duramentum,0
98267,d2397,duritudo,n,n-s---fn3-,duritudin,[d̪ʊ.'rɪ.t̪ʊ.d̪ɔ],duritudo,0
98269,d2413,dynastes,n,n-s---mn1g,dynast,[d̪y.'n̪as.t̪ɛs],dynastes,0
98270,e0028,eburneus,a,aps---mn1-,eburne eburne eburne,['ɛ.bʊrn̪ews],eburneus,0
98282,e0084,edicto,v,v1spia--1-,edict edictau edictat,[ɛ.'d̪ɪk.t̪ɔ],edicto,0
98219,d2019,diuersium,n,n-s---nn2-,diuersi,[d̪ɪ.'wɛr.sɪ̣.jũː],diuersium,0
98348,,ephemerida,n,n-s---fn1-,ephemerid,[ɛ.pʰɛ.'mɛ.rɪ.d̪a],ephemerida,0
98288,e0137,efficax,a,aps---an3i,efficac efficac efficac,['ɛf.fɪ.kaks],efficax,0
98302,98302,electa,n,n-p---nn2-,elect,[ɛ.'lɛk.t̪a],electa,0
98287,98287,effectus,a,aps---mn1-,effect effect effect,[ɛf.'fɛk.t̪ʊs],effectus,0
98290,e0171,effractarius,n,n-s---mn2-,effractari,[ɛff.rak.'t̪a.rɪ̣.jʊs],effractarius,0
98289,98289,efficiens,a,aps---an3i,efficient efficient efficient,[ɛf.'fɪ.kɪ̣.jeːn̪s],efficiens,0
98291,e0176,effrico,v,v1spia--1-,effric effrix -,['ɛff.rɪ.kɔ],effrico,0
98303,e0276,electo,v,v1spia--1-,elect electau electat,[ɛ.'lɛk.t̪ɔ],elĕcto,0
98292,98292,egens,a,aps---an3i,egent egent egent,['ɛ.geːn̪s],egens,0
98293,e0216,egigno,v,v1spia--3-,egign - -,[ɛ.'gɪŋ.n̪ɔ],egigno,0
98294,98294,ego,v,v1spia--3-,eg  ,['ɛ.gɔ],ego,0
98308,e0285,elegi,n,n-p---mn2-,eleg,['ɛ.lɛ.gɪ],elegi,0
98296,e9237,eiecto,v,v1spia--1-,eiect eiectau eiectat,['ejɛk.t̪ɔ],eiecto,0
98297,98297,eiicio,v,v1spia--3i,eic eiec eiect,['ejɪ.kɪ̣.jɔ],eiicio,0
98298,e0241,eiuratio,n,n-s---fn3-,eiuration,[ejʊ.'ra.t̪ɪ̣.jɔ],eiuratio,0
98299,e8101,eiusdemmodi,r,rp--------,,[ejʊs.'d̪ɛ.mmɔ.d̪ɪ],eiusdemmodi,0
98301,e0269,elauo,v,v1spia--1-,elau - elaut,['ɛ.la.wɔ],elauo,0
98304,98304,electrus,n,n-s---mn2-,electr,[ɛ.'lɛk.t̪rʊs],electrus,0
98307,e0290,elegidion,n,n-s---nn2g,elegidi,[ɛ.lɛ.'gɪ.d̪ɪ̣.jɔn̪],elegidion,0
98310,98310,elementa,n,n-p---nn2-,element,[ɛ.lɛ.'mɛn̪.t̪a],elementa,0
98311,98311,elephans,n,n-s---mn3i,elephant,['ɛ.lɛ.pʰaːn̪s],elephans,0
98312,98312,elephas,n,n-s---mn3i,elephant,['ɛ.lɛ.pʰas],elephas,0
98313,98313,eleus,a,aps---mn1-,ele ele ele,['ɛɫews],eleus,0
98309,e0292,elego,v,v1spia--1-,eleg elegau elegat,['ɛ.lɛ.gɔ],elēgo,0
98318,98318,elops,n,n-s---mn3-,elop,['ɛ.lɔps],elops,0
98321,98321,emaceratus,a,aps---mn1-,emacerat emacerat emacerat,[ɛ.ma.'kɛ.ra.t̪ʊs],emaceratus,0
98314,e0329,elinguis,a,aps---cn3i,elingu elingu elingu,[ɛ.'lɪŋ.gʷɪs],elinguis,0
98323,98323,emancupo,v,v1spia--1-,emancup emancupau emancupat,[ɛ.'maŋ.kʊ.pɔ],emancupo,0
98315,e0330,elinguo,v,v1spia--1-,elingu elinguau elinguat,[ɛ.'lɪŋ.gʷɔ],elinguo,0
98316,e0336,elisio,n,n-s---fn3-,elision,[ɛ.'lɪ.sɪ̣.jɔ],elisio,0
98326,98326,emeditatus,a,aps---mn1-,emeditat emeditat emeditat,[ɛ.mɛ.'d̪ɪ.t̪a.t̪ʊs],emeditatus,0
98319,e0362,eluacrus,a,aps---mn1-,eluacr eluacr eluacr,[ɛ.'lʊ.ja.krʊs],eluacrus,0
98320,e0374,elumbis,a,aps---cn3i,elumb elumb elumb,[ɛ.'lʊm.bɪs],elumbis,0
98332,98332,emoderandus,a,aps---mn1-,emoderand emoderand emoderand,[ɛ.mɔ.d̪ɛ.'ran̪.d̪ʊs],emoderandus,0
98322,e0390,emacitas,n,n-s---fn3-,emacitat,[ɛ.'ma.kɪ.t̪as],emacitas,0
98335,98335,enarrate,r,rp--------,,[ɛ.'n̪ar.ra.t̪ɛ],enarrate,0
98337,98337,endoploro,v,v1spia--1-,endoplor endoplorau endoplorat,[ɛn̪.'d̪ɔ.plɔ.rɔ],endoploro,0
98338,98338,enico,v,v1spia--1-,enic enicau enicat,['ɛ.n̪ɪ.kɔ],enico,0
98324,e0410,emax,a,aps---an3i,emac emac emac,['ɛ.maks],emax,0
98328,e0454,emeto,v,v1spia--3-,emet - emess,['ɛ.mɛ.t̪ɔ],emeto,0
98331,e9971,emissus,n,n-s---mn4-,emiss,[eː.'mɪs.sʊs],emissus,0
98333,e0486,emolo,v,v1spia--3-,emol emolu emolit,['ɛ.mɔ.lɔ],emolo,0
98345,98345,eo,r,rp--------,,['ɛ̣.joː],eo,0
98334,e0549,enarrabilis,a,aps---cn3i,enarrabil enarrabil enarrabil,[ɛ.n̪ar.'ra.bɪ.lɪs],enarrabilis,0
98347,98347,epaphroditus,n,n-s---mn2-,epaphrodit,[ɛ.pa.'pʰrɔ.d̪ɪ.t̪ʊs],epaphroditus,0
98336,e0573,encytus,n,n-s---mn2-,encyt,['ɛŋ.ky.t̪ʊs],encytus,0
98339,e0615,enormis,a,aps---cn3i,enorm enorm enorm,[ɛ.'n̪ɔr.mɪs],enormis,0
98353,98353,epirus,n,n-s---mn2-,epir,['ɛ.pɪ.rʊs],epirus,0
98340,e0616,enormitas,n,n-s---fn3-,enormitat,[ɛ.'n̪ɔr.mɪ.t̪as],enormitas,0
98342,e0623,ensifer,a,aps---mn1r,ensifer ensifer ensifer,['eːn̪.sɪ.fɛr],ensifer,0
98343,e0626,ensis,n,n-s---mn3i,ens,['eːn̪.siːs],ensis,0
98344,e0649,enuntiatiuus,a,aps---mn1-,enuntiatiu enuntiatiu enuntiatiu,[ɛ.n̪ʊn̪.t̪ɪ̣.'ja.t̪ɪ.wʊs],enuntiatiuus,0
98346,e0680,epaphaeresis,n,n-s---fn3i,epaphaeres,[ɛ.pa.'pʰaj.rɛ.sɪs],epaphaeresis,0
98349,e0700,epibata,n,n-s---mn1-,epibat,[ɛ.'pɪ.ba.t̪a],epibata,0
98350,e0727,epidromus,n,n-s---mn2-,epidrom,[ɛ.'pɪ.d̪rɔ.mʊs],epidromus,0
98351,e0734,epigrus,n,n-s---mn2-,epigr,['ɛ.pɪ.grʊs],epigrus,0
98286,e0107,eductio,n,n-s---fn3-,eduction,[ɛ.'d̪ʊk.t̪ɪ̣.jɔ],eductio,0
98362,e0879,erice,n,n-s---fn1g,eric,['ɛ.rɪ.kɛ],erice,0
98357,e0503,epulum,n,n-s---nn2-,epul,['ɛ.pʊ.ɫũː],epulum,0
98374,e9959,esus,n,n-s---mn4-,es,['ɛ.sʊs],esus,0
98361,e0849,eranus,n,n-s---mn2-,eran,['ɛ.ra.n̪ʊs],eranus,0
98358,98358,equestria,n,n-p---nn3i,equestr,[ɛ.'kʷɛs.t̪rɪ̣.ja],equestria,0
98415,e9939,exorsa,n,n-p---nn2-,exors,[ɛk.'sɔr.sa],exorsa,0
98363,e0882,erifuga,n,n-s---mn1-,erifug,[ɛ.'rɪ.fʊ.ga],erifuga,0
98364,e0885,erilis,a,aps---cn3i,eril eril eril,['ɛ.rɪ.lɪs],erilis,0
98365,e0900,erneum,n,n-s---nn2-,erne,['ɛrn̪ewm],erneum,0
98366,e0902,erodo,v,v1spia--3-,erod eros eros,['ɛ.rɔ.d̪ɔ],erodo,0
98368,e0938,eruditor,n,n-s---mn3-,eruditor,[ɛ.'rʊ.d̪ɪ.t̪ɔr],eruditor,0
98369,e0949,erunco,v,v1spia--1-,erunc eruncau eruncat,[ɛ.'rʊŋ.kɔ],erunco,0
98370,e0987,esseda,n,n-s---fn1-,essed,['ɛs.sɛ.d̪a],esseda,0
98371,e0230,essedaria,n,n-s---fn1-,essedari,[ɛs.sɛ.'d̪a.rɪ̣.ja],essedaria,0
98416,e9939,exorsus,n,n-s---mn4-,exors,[ɛk.'soːr.sʊs],exorsus,0
98375,e0307,etesiae,n,n-p---mn1-,etesi,[ɛ.'t̪ɛ.sɪ̣.jaj],etesiae,0
98372,98372,essito,v,v1spia--1-,essit essitau essitat,['ɛs.sɪ.t̪ɔ],essito,0
98373,98373,essurio,v,v1spia--4-,essur essuri essurit,[ɛs.'sʊ.rɪ̣.jɔ],essurio,0
98376,e0428,etesius,a,aps---mn1-,etesi etesi etesi,[ɛ.'t̪ɛ.sɪ̣.jʊs],etesius,0
98377,e8110,etiamtum,r,rp--------,,[ɛ.t̪ɪ̣.'jam.t̪ũː],etiamtum,0
98382,e1025,eualesco,v,v1spia--3-,eualesc eualu -,[ewa.'lɛs.kɔ],eualesco,0
98383,e1093,euilesco,v,v1spia--3-,euilesc euilu -,[ewɪ.'lɛs.kɔ],euilesco,0
98379,98379,euhans,a,aps---an3i,euhant euhant euhant,['ewhaːn̪s],euhans,0
98384,98384,euocati,n,n-p---mn2-,euocat,['ewɔ.ka.t̪ɪ],euocati,0
98385,98385,euocatus,a,aps---mn1-,euocat euocat euocat,['ewɔ.ka.t̪ʊs],euocatus,0
98380,98380,euphrates,n,n-s---mn3i,euphrat,['ewpʰra.t̪ɛs],euphrates,0
98386,98386,exaggeratus,a,aps---mn1-,exaggerat exaggerat exaggerat,[ɛk.sag.'gɛ.ra.t̪ʊs],exaggeratus,0
98387,e1211,exambulo,v,v1spia--1-,exambul exambulau exambulat,[ɛk.'sam.bʊ.lɔ],exambulo,0
98389,98389,exasceatus,a,aps---mn1-,exasceat exasceat exasceat,[ɛk.sas.'kɛ̣.ja.t̪ʊs],exasceatus,0
98388,e1228,exanimis,a,aps---cn3i,exanim exanim exanim,[ɛk.'sa.n̪ɪ.mɪs],exanimis,0
98390,e1263,exauspico,v,v1spia--1-,exauspic exauspicau exauspicat,[ɛk.'saws.pɪ.kɔ],exauspico,0
98392,e1294,exceptiuncula,n,n-s---fn1-,exceptiuncul,[ɛks.kɛp.t̪ɪ̣.'jʊŋ.kʊ.la],exceptiuncula,0
98394,98394,excindo,v,v1spia--3-,excind excid exciss,[ɛks.'kɪn̪.d̪ɔ],excindo,0
98395,98395,excitus,a,aps---mn1-,excit excit excit,['ɛks.kɪ.t̪ʊs],excitus,0
98393,e1306,excidio,n,n-s---fn3-,excidion,[ɛks.'kɪ.d̪ɪ̣.jɔ],excidio,0
98397,98397,excusatus,a,aps---mn1-,excusat excusat excusat,[ɛks.'kʊ.sa.t̪ʊs],excusatus,0
98398,98398,excusse,r,rp--------,,[ɛks.'kʊs.sɛ],excusse,0
98400,98400,exemplare,n,n-s---nn3i,exemplar,[ɛk.'sɛm.pla.rɛ],exemplare,0
98401,98401,exemplares,n,n-p---mn3i,exemplar,[ɛk.'sɛm.pla.rɛs],exemplares,0
98356,e0813,epulatio,n,n-s---fn3-,epulation,[ɛ.pʊ.'la.t̪ɪ̣.jɔ],epulatio,0
98404,98404,exercitate,r,rp--------,,[ɛk.sɛr.'kɪ.t̪a.t̪ɛ],exercitate,0
98406,98406,exercitus,a,aps---mn1-,exercit exercit exercit,[ɛk.'sɛr.kɪ.t̪uːs],exercitus,0
98408,98408,exesus,a,aps---mn1-,exes exes exes,['ɛk.sɛ.sʊs],exesus,0
98399,e1411,exdorsuo,v,v1spia--1-,exdorsu exdorsuau exdorsuat,[ɛks.'d̪ɔr.sʊ.jɔ],exdorsuo,0
98411,98411,exlecebra,n,n-s---fn1-,exlecebr,[ɛks.'lɛ.kɛ.bra],exlecebra,0
98403,e1432,exentero,v,v1spia--1-,exenter exenterau exenterat,[ɛk.'sɛn̪.t̪ɛ.rɔ],exentero,0
98405,e1441,exercitio,n,n-s---fn3-,exercition,[ɛk.sɛr.'kɪ.t̪ɪ̣.jɔ],exercitio,0
98407,e1449,exesor,n,n-s---mn3-,exesor,['ɛk.sɛ.sɔr],exesor,0
98419,98419,expalliatus,a,aps---mn1-,expalliat expalliat expalliat,[ɛks.paɫ.'lɪ̣.ja.t̪ʊs],expalliatus,0
98402,e1423,exemplar,n,n-s---nn3i,exemplar,[ɛk.'sɛm.plar],exemplar,0
98409,e1489,exiguum,n,n-s---nn2-,exigu,['ɛk.sɪ.gʷũː],exiguum,0
98410,e1508,exitialis,a,aps---cn3i,exitial exitial exitial,[ɛk.sɪ.'t̪ɪ̣.ja.lɪs],exitialis,0
98414,e1545,exorcismus,n,n-s---mn2-,exorcism,[ɛk.sɔr.'kɪs.mʊs],exorcismus,0
98418,e1565,exoticum,n,n-s---nn2-,exotic,[ɛk.'sɔ.t̪ɪ.kũː],exoticum,0
113967,i1391,ineffigiabilis,a,aps---cn3i,ineffigiabil ineffigiabil ineffigiabil,[ɪ.n̪ɛf.fɪ.gɪ̣.'ja.bɪ.lɪs],ineffigiabilis,0
98355,e0811,epularis,a,aps---cn3i,epular epular epular,[ɛ.'pʊ.la.rɪs],epularis,0
98422,98422,expeditus,n,n-s---mn2-,expedit,[ɛks.pɛ.'d̪iː.t̪ʊs],expeditus,0
98431,98431,explaudo,v,v1spia--3-,explaud explaus explaus,['ɛks.pla.wd̪ɔ],explaudo,0
98447,98447,exspargo,v,v1spia--3-,exsparg - exspers,[ɛkss.'par.gɔ],exspargo,0
98425,e1607,expers,a,aps---cn3i,expert expert expert,['ɛks.pɛrs],expers,0
98428,e1621,expingo,v,v1spia--3-,exping expinx expict,[ɛks.'pɪŋ.gɔ],expingo,0
98429,e1622,expinso,v,v1spia--3-,expins - -,[ɛks.'piːn̪.sɔ],expinso,0
98430,e1625,explanabilis,a,aps---cn3i,explanabil explanabil explanabil,[ɛks.pla.'n̪a.bɪ.lɪs],explanabilis,0
98432,e1637,explicabilis,a,aps---cn3i,explicabil explicabil explicabil,[ɛks.plɪ.'ka.bɪ.lɪs],explicabilis,0
98448,98448,exspretus,a,aps---mn1-,exspret exspret exspret,['ɛkss.prɛ.t̪ʊs],exspretus,0
98433,e1649,expolio,v,v1spia--4-,expol expoliu expolit,[ɛks.'pɔ.lɪ̣.jɔ],expolio,0
98435,e1673,exprobrator,n,n-s---mn3-,exprobrator,[ɛks.'prɔ.bra.t̪ɔr],exprobrator,0
98436,e1674,exprobratrix,n,n-s---fn3-,exprobratric,[ɛks.'prɔ.bra.t̪rɪks],exprobratrix,0
98438,e1682,expugnabilis,a,aps---cn3i,expugnabil expugnabil expugnabil,[ɛks.pʊŋ.'n̪a.bɪ.lɪs],expugnabilis,0
98439,e1701,exputesco,v,v1spia--3-,exputesc - -,[ɛks.pʊ.'t̪ɛs.kɔ],exputesco,0
98440,e1711,exsanguis,a,aps---cn3i,exsangu exsangu exsangu,[ɛks.'saŋ.gʷɪs],exsanguis,0
98441,e1712,exsanio,v,v1spia--1-,exsani exsaniau exsaniat,[ɛks.'sa.n̪ɪ̣.jɔ],exsanio,0
98442,e1715,exsaturabilis,a,aps---cn3i,exsaturabil exsaturabil exsaturabil,[ɛks.sa.t̪ʊ.'ra.bɪ.lɪs],exsaturabilis,0
98443,e1730,exsecrabilis,a,aps---cn3i,exsecrabil exsecrabil exsecrabil,[ɛks.sɛ.'kra.bɪ.lɪs],exsecrabilis,0
98444,e1760,exsolutio,n,n-s---fn3-,exsolution,[ɛks.sɔ.'lʊ.t̪ɪ̣.jɔ],exsolutio,0
98445,e1761,exsomnis,a,aps---cn3i,exsomn exsomn exsomn,[ɛks.'sɔm.n̪ɪs],exsomnis,0
98446,e1762,exsono,v,v1spia--1-,exson exsonu -,['ɛks.sɔ.n̪ɔ],exsono,0
98449,98449,exsugeo,v,v1spia--2-,exsug - -,[ɛks.'sʊ.gɛ̣.jɔ],exsugeo,0
98451,98451,exsul,n,n-s---mn3-,exsul,['ɛks.sʊɫ],exsul,0
98460,98460,extremum,n,n-s---nn2-,extrem,[ɛks.'t̪reː.mũː],extremum,0
98450,e1806,exsugo,v,v1spia--3-,exsug ex exsuct,['ɛks.sʊ.gɔ],exsugo,0
98465,98465,fabalia,n,n-p---nn3i,fabal,[fa.'ba.lɪ̣.ja],fabalia,0
98454,e1832,extemporalis,a,aps---cn3i,extemporal extemporal extemporal,[ɛks.t̪ɛm.'pɔ.ra.lɪs],extemporalis,0
98455,e1840,extento,v,v1spia--1-,extent extentau extentat,[ɛks.'t̪ɛn̪.t̪ɔ],extento,0
98456,e1855,extero,v,v1spia--3-,exter extriu extrit,['ɛks.t̪ɛ.rɔ],extero,0
98457,e9948,extersus,n,n-s---mn4-,exters,[ɛks.'t̪ɛr.sʊs],extersus,0
98458,e1859,extexo,v,v1spia--3-,extex - -,[ɛks.'t̪ɛk.sɔ],extexo,0
98459,e1869,extorris,a,aps---cn3i,extorr extorr extorr,[ɛks.'t̪ɔr.rɪs],extorris,0
98475,98475,faecosus,a,aps---mn1-,faecos faecos faecos,['faj.kɔ.sʊs],faecosus,0
98461,e1886,extrilidus,a,aps---mn1-,extrilid extrilid extrilid,[ɛks.'t̪rɪ.lɪ.d̪ʊs],extrilidus,0
98462,e1922,exuuiae,n,n-p---fn1-,exuui,[ɛk.sʊ.'jʊj.jaj],exuuiae,0
98463,e1922,exuuium,n,n-s---nn2-,exuui,[ɛk.'sʊ.jʊ.jũː],exuuium,0
98477,98477,faenerato,r,rp--------,,[faj.'n̪ɛ.ra.t̪ɔ],faenerato,0
98466,f0004,fabalis,a,aps---cn3i,fabal fabal fabal,['fa.ba.lɪs],fabalis,0
98467,f0005,fabarius,a,aps---mn1-,fabari fabari fabari,[fa.'ba.rɪ̣.jʊs],fabarius,0
98469,f0024,fabrilis,a,aps---cn3i,fabril fabril fabril,['fa.brɪ.lɪs],fabrilis,0
98470,f0035,fabulus,n,n-s---mn2-,fabul,['fa.bʊ.lʊs],fabulus,0
98471,f0043,facia,n,n-s---fn1-,faci,['fa.kɪ̣.ja],facia,0
98472,f0044,facilis,a,aps---cn3i,facil facil facil,['fa.kɪ.lɪs],facilis,0
98473,f9201,factus,n,n-s---mn4-,fact,['fak.t̪ʊs],factus,0
98479,98479,faetidus,a,aps---mn1-,faetid faetid faetid,['faj.t̪ɪ.d̪ʊs],faetidus,0
98482,98482,false,r,rp--------,,['faɫ.sɛ],false,0
98478,f0093,faeniseca,n,n-s---mn1-,faenisec,[faj.'n̪ɪ.sɛ.ka],faeniseca,0
98484,98484,falsiparens,n,n-s---mn3i,falsiparent,[faɫ.'sɪ.pa.reːn̪s],falsiparens,0
98480,f0119,falcula,n,n-s---fn1-,falcul,['faɫ.kʊ.la],falcula,0
98485,98485,falso,r,rp--------,,['faɫ.soː],falso,0
98481,f0126,fallax,a,aps---an3-,fallac fallac fallac,['faɫ.laːks],fallax,0
98421,98421,expecto,v,v1spia--3-,expect - -,[ɛks.'pɛk.t̪ɔ],expecto,0
98483,f0141,falsimonia,n,n-s---fn1-,falsimoni,[faɫ.sɪ.'mɔ.n̪ɪ̣.ja],falsimonia,0
113977,i1401,ineloquibilis,a,aps---cn3i,ineloquibil ineloquibil ineloquibil,[ɪ.n̪ɛ.lɔ.'kʷɪ.bɪ.lɪs],ineloquibilis,0
98490,f0174,famularis,a,aps---cn3i,famular famular famular,[fa.'mʊ.la.rɪs],famularis,0
98506,f0264,fatisco,v,v1spia--3-,fatisc - -,[fa.'t̪ɪs.kɔ],fatisco,0
98491,f0083,famulus,a,aps---mn1-,famul famul famul,['fa.mʊ.lʊs],famulus,0
98495,f0210,farrearius,a,aps---mn1-,farreari farreari farreari,[far.rɛ̣.'ja.rɪ̣.jʊs],farrearius,0
98496,f0227,fascina,n,n-s---fn1-,fascin,['fas.kɪ.n̪a],fascina,0
98497,f0237,fascis,n,n-s---mn3i,fasc,['fas.kiːs],fascis,0
98501,f0248,fastus,a,aps---mn1-,fast fast fast,['fas.t̪uːs],fastus,0
98498,98498,fastidienter,r,rp--------,,[fas.t̪ɪ.d̪ɪ̣.'jɛn̪.t̪ɛr],fastidienter,0
98502,f0249,fatalis,a,aps---cn3i,fatal fatal fatal,['fa.t̪a.lɪs],fatalis,0
98503,f0255,fatidicus,n,n-s---mn2-,fatidic,[fa.'t̪ɪ.d̪ɪ.kʊs],fatidicus,0
98504,f0256,fatifer,a,aps---mn1r,fatifer fatifer fatifer,['fa.t̪ɪ.fɛr],fatifer,0
98499,98499,fastidiosus,n,n-s---mn2-,fastidios,[fas.t̪ɪ.'d̪ɪ̣.jɔ.sʊs],fastidiosus,0
98505,98505,fatim,r,rp--------,,['fat̪ĩː],fatim,0
98507,f0779,fatus,n,n-s---mn4-,fat,['faː.t̪ʊs],fatus,0
98512,f0313,februa,n,n-p---nn2-,febru,['fɛ.brʊ.ja],februa,0
98500,f0248,fasti,n,n-p---mn2-,fast,['fas.t̪ɪ],fasti,0
98509,f0272,faux,n,n-s---mn3i,fauc,['fawks],faux,0
98508,98508,fauces,n,n-p---mn3i,fauc,['faw.keːs],fauces,0
98514,f0327,felix,a,aps---an3i,felic felic felic,['feː.liːks],felix,0
98488,98488,familiaris,n,n-s---mn3i,familiar,[fa.mɪ.lɪ̣.'jaː.rɪs],familiaris,0
98515,98515,fenarius,a,aps---mn1-,fenari fenari fenari,[fɛ.'n̪a.rɪ̣.jʊs],fenarius,0
98516,98516,feneratio,n,n-s---fn3-,feneration,[fɛ.n̪ɛ.'ra.t̪ɪ̣.jɔ],feneratio,0
98519,f0349,feralis,a,aps---cn3i,feral feral feral,['fɛ.ra.lɪs],fĕralis,0
98541,f0496,fides,n,n-s---fn3i,fid,['fɪ.d̪eːs],fides,0
98517,98517,fenerato,r,rp--------,,[fɛ.'n̪ɛ.ra.t̪ɔ],fenerato,0
98518,f0352,fenestra,n,n-s---fn1-,fenestr,[fɛ.'n̪ɛs.t̪ra],fenestra,0
98520,f0359,ferax,a,aps---an3i,ferac ferac ferac,['fɛ.raːks],ferax,0
98523,f0392,ferratilis,a,aps---cn3i,ferratil ferratil ferratil,[fɛr.'ra.t̪ɪ.lɪs],ferratilis,0
98521,98521,fericulus,a,aps---mn1-,fericul fericul fericul,[fɛ.'rɪ.kʊ.lʊs],fericulus,0
98524,f0394,ferrea,n,n-s---fn1-,ferre,['fɛr.rɛ̣.jaː],ferrea,0
98526,f0407,fertilis,a,aps---cn3i,fertil fertil fertil,['fɛr.t̪ɪ.lɪs],fertilis,0
98527,98527,feruens,a,aps---an3i,feruent feruent feruent,['fɛ.rʊ.jeːn̪s],feruens,0
98528,f0414,feruo,v,v1spia--3-,feru feru -,['fɛ.rʊ.jɔ],feruo,0
98529,f0442,festuco,v,v1spia--1-,festuc festucau festucat,['fɛs.t̪ʊ.kɔ],festuco,0
98530,f0446,fetialis,a,aps---cn3i,fetial fetial fetial,[fɛ.'t̪ɪ̣.ja.lɪs],fetialis,0
98531,98531,fetialis,n,n-s---mn3i,fetial,[fɛ.'t̪ɪ̣.ja.lɪs],fetialis,0
98532,f0464,ficarius,a,aps---mn1-,ficari ficari ficari,[fɪ.'ka.rɪ̣.jʊs],ficarius,0
98537,98537,fidele,r,rp--------,,['fɪ.d̪ɛ.lɛ],fidele,0
98534,f0473,fictilis,a,aps---cn3i,fictil fictil fictil,['fɪk.t̪ɪ.lɪs],fictilis,0
98535,f0480,ficulnea,n,n-s---fn1-,ficulne,[fɪ.'kʊɫ.n̪ɛ̣.ja],ficulnea,0
98538,f0491,fidelis,a,aps---cn3i,fidel fidel fidel,[fɪ.'d̪eː.lɪs],fidelis,0
98543,f0526,filatim,r,rp--------,,['fɪ.lat̪ĩː],filatim,0
98539,98539,fidens,a,aps---an3i,fident fident fident,['fɪ.d̪eːn̪s],fidens,0
98544,f0550,finis,n,n-s---mn3i,fin,['fiː.n̪ɪs],finis,0
98546,f0583,fistulosus,a,aps---mn1-,fistulos fistulos fistulos,[fɪs.'t̪ʊ.lɔ.sʊs],fistulosus,0
98547,f0586,fitilla,n,n-s---fn1-,fitill,[fɪ.'t̪ɪɫ.la],fitilla,0
98549,f9996,flagrantia,n,n-s---fn1-,flagranti,[fla.'gra.n̪t̪ɪ̣.ja],flagrantia,0
98550,f1301,flamen,n,n-s---nn3-,flamin,['fla.mɛn̪],flamen,0
98551,f0625,flammarius,n,n-s---mn2-,flammari,[fla.'mma.rɪ̣.jʊs],flammarius,0
98548,98548,flagrans,a,aps---an3i,flagrant flagrant flagrant,['fla.graːn̪s],flagrans,0
98552,f9644,flammesco,v,v1spia--3-,flammesc - -,['fla.mmɛ.skɔ],flammesco,0
98556,98556,flauus,n,n-s---mn2-,flau,['fla.wʊs],flauus,0
98513,98513,Felicula,n,n-s---fn1-,Felicul,[fɛ.'lɪ.kʊ.la],Felicula,0
98553,f0292,flamonium,n,n-s---nn2-,flamoni,[fla.'mɔ.n̪ɪ̣.jũː],flamonium,0
98554,f0666,flatura,n,n-s---fn1-,flatur,['fla.t̪ʊ.ra],flatura,0
98489,f0166,familiaris,a,aps---cn3i,familiar familiar familiar,[fa.mɪ.lɪ̣.'jaː.rɪs],familiaris,0
98558,f0661,flemina,n,n-s---nn3-,flemin,['flɛ.mɪ.n̪a],flemina,0
98560,f0668,flexilis,a,aps---cn3i,flexil flexil flexil,['flɛk.sɪ.lɪs],flexilis,0
98561,f0673,flexo,v,v1spia--1-,flex flexau flexat,['flɛk.sɔ],flexo,0
98562,f0696,flexura,n,n-s---fn1-,flexur,['flɛk.sʊ.ra],flexura,0
98576,f0795,fomes,n,n-s---mn3-,fomit,['fɔ.mɛs],fomes,0
98564,f0691,florifer,a,aps---mn1r,florifer florifer florifer,['flɔ.rɪ.fɛr],florifer,0
98567,f0723,fluto,v,v1spia--1-,flut flutau flutat,['flʊ.t̪ɔ],fluto,0
98592,f0889,fortis,a,aps---cn3i,fort fort fort,['fɔr.t̪ɪs],fortis,0
98563,98563,florens,a,aps---an3i,florent florent florent,['flɔ.reːn̪s],florens,0
98568,f0737,fluuialis,a,aps---cn3i,fluuial fluuial fluuial,[flʊ.'jʊj.ja.lɪs],fluuialis,0
98570,f0750,focale,n,n-s---nn3i,focal,['fɔ.ka.lɛ],focale,0
98571,f9753,foculum,n,n-s---nn2-,focul,['fɔ.kʊ.ɫũː],foculum,0
98572,f0763,foedus,a,aps---mn1-,foed foed foed,['fojd̪ʊs],foedus,0
98573,f0788,follis,n,n-s---mn3i,foll,['fɔɫ.lɪs],follis,0
98577,f0796,fons,n,n-s---mn3i,font,,fons,0
98566,98566,fluens,a,aps---an3i,fluent fluent fluent,['flʊ.jeːn̪s],fluens,0
98578,f0804,fonticulus,n,n-s---mn2-,fonticul,[fɔn̪.'t̪ɪ.kʊ.lʊs],fonticulus,0
